,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,season
89,E0,22/10/01,Middlesbrough,Sunderland,2,0,H,2,0,H,28432.0,M. R. Halsey,7,15,5,5,0,0,4,5,18,16,5,3,1,2,1,0,35,20,2.45,3.1,2.55,2.4,3.0,2.6,2.5,2.87,2.62,,,,2.2,3.25,2.8,2.5,2.9,2.62,0102
90,E0,24/10/01,Aston Villa,Charlton,1,0,H,1,0,H,27701.0,D. Pugh,16,4,6,0,0,0,3,4,6,8,1,5,0,0,0,0,0,0,1.6,3.45,5.0,1.55,3.5,4.8,1.57,3.5,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.57,3.5,5.0,0102
91,E0,24/10/01,Southampton,Ipswich,3,3,D,2,1,H,29614.0,U. D. Rennie,11,10,6,5,0,0,4,7,14,5,2,0,2,1,0,0,20,10,2.3,3.2,2.7,2.2,3.0,2.9,2.4,3.25,2.5,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,0102
92,E0,24/10/01,West Ham,Chelsea,2,1,H,2,1,H,26520.0,D. J. Gallagher,10,15,4,5,0,1,1,8,11,6,1,4,0,0,0,0,0,0,2.95,3.2,2.15,3.2,3.1,2.0,3.0,3.2,2.1,2.9,3.2,2.2,2.8,3.25,2.2,2.87,3.1,2.2,0102
93,E0,27/10/01,Aston Villa,Bolton,3,2,H,2,1,H,33599.0,E. K. Wolstenholme,10,9,7,5,0,0,6,2,13,16,8,3,2,3,0,0,20,30,1.65,3.35,4.85,1.6,3.4,4.6,1.57,3.25,5.5,1.57,3.4,5.5,1.62,3.4,5.0,1.57,3.4,5.5,0102
94,E0,27/10/01,Charlton,Liverpool,0,2,A,0,2,A,22887.0,P. Jones,14,5,4,4,0,0,13,1,12,13,2,5,0,1,0,1,0,35,,,,3.5,3.1,1.9,3.75,3.25,1.8,3.6,3.2,1.91,3.75,3.4,1.8,3.75,3.4,1.8,0102
95,E0,27/10/01,Everton,Newcastle,1,3,A,0,1,A,37524.0,J. T. Winter,18,6,8,4,0,0,13,3,8,15,3,1,1,2,0,0,10,20,2.2,3.2,2.9,2.2,3.0,2.9,2.0,3.2,3.2,2.1,3.2,3.1,2.1,3.25,3.0,,,,0102
96,E0,27/10/01,Fulham,Southampton,2,1,H,2,1,H,18771.0,A. P. D'Urso,19,11,5,5,0,0,6,4,8,14,0,4,0,2,0,0,0,20,1.7,3.3,4.5,1.7,3.2,4.2,1.67,3.25,4.5,1.62,3.4,5.0,1.62,3.6,4.5,1.67,3.25,4.5,0102
97,E0,27/10/01,Man United,Leeds,1,1,D,0,0,D,67555.0,D. J. Gallagher,18,12,6,6,1,0,6,2,16,15,0,4,3,3,0,0,30,30,1.75,3.3,4.15,1.75,3.2,4.0,1.73,3.4,4.0,1.83,3.2,4.0,1.8,3.25,4.0,1.8,3.1,4.0,0102
98,E0,27/10/01,Sunderland,Arsenal,1,1,D,0,1,A,48029.0,M. A. Riley,10,14,6,5,0,1,7,6,12,22,5,3,3,3,0,0,30,30,3.4,3.25,1.95,3.2,3.1,2.0,3.5,3.2,1.91,3.5,3.2,1.91,3.75,3.4,1.8,3.5,3.2,1.91,0102
99,E0,27/10/01,Tottenham,Middlesbrough,2,1,H,0,1,A,36062.0,M. L Dean,10,8,4,3,1,0,8,5,11,12,6,7,0,0,0,0,0,0,1.65,3.3,4.8,1.7,3.3,4.0,1.5,3.4,6.0,1.62,3.4,5.0,1.62,3.6,4.5,,,,0102
100,E0,28/10/01,Derby,Chelsea,1,1,D,1,0,H,28910.0,S. G. Bennett,13,19,8,8,0,1,4,10,14,11,7,4,1,4,0,0,10,40,3.85,3.3,1.75,3.6,3.1,1.85,4.33,3.2,1.73,4.2,3.25,1.75,4.5,3.2,1.73,4.2,3.3,1.72,0102
101,E0,28/10/01,Ipswich,West Ham,2,3,A,0,1,A,22834.0,S. W. Dunn,12,12,8,4,0,1,8,9,16,11,1,2,2,2,0,0,20,20,1.9,3.2,3.65,1.9,3.1,3.5,1.91,3.25,3.4,1.91,3.25,3.5,1.91,3.25,3.5,2.0,3.2,3.2,0102
102,E0,29/10/01,Blackburn,Leicester,0,0,D,0,0,D,21873.0,R. Styles,12,10,3,5,0,0,7,1,11,7,3,3,6,2,0,0,60,20,1.45,3.75,6.25,1.45,3.8,5.4,1.44,3.6,6.5,1.45,3.5,7.0,1.5,3.5,6.0,1.4,3.75,7.0,0102
103,E0,03/11/01,Bolton,Everton,2,2,D,1,1,D,27343.0,A. P. D'Urso,16,11,8,6,0,0,9,3,13,13,2,7,4,2,1,0,65,20,2.15,3.1,3.05,2.4,3.0,2.6,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.25,2.8,2.2,3.25,2.75,0102
104,E0,03/11/01,Leicester,Sunderland,1,0,H,0,0,D,20573.0,S. W. Dunn,9,11,5,4,0,0,7,7,13,20,2,3,1,3,0,0,10,30,2.5,3.2,2.47,2.7,3.0,2.3,2.6,3.2,2.37,2.6,3.2,2.4,2.62,3.2,2.38,2.62,3.1,2.37,0102
105,E0,03/11/01,Middlesbrough,Derby,5,1,H,0,0,D,28117.0,N. S. Barry,11,6,7,4,1,1,6,4,10,12,4,9,0,1,0,0,0,10,1.7,3.35,4.35,1.7,3.2,4.2,1.73,3.2,4.33,1.73,3.3,4.33,1.73,3.25,4.33,1.72,3.2,4.33,0102
106,E0,03/11/01,Newcastle,Aston Villa,3,0,H,1,0,H,51057.0,C. R. Wilkes,17,10,7,2,1,0,13,8,15,7,2,0,0,3,0,0,0,30,2.25,3.15,2.82,2.1,3.0,3.1,2.37,3.2,2.6,2.3,3.2,2.75,2.38,3.2,2.6,,,,0102
107,E0,03/11/01,Southampton,Blackburn,1,2,A,1,1,D,30523.0,A. G. Wiley,16,6,6,5,1,0,10,4,19,18,3,5,1,1,0,0,10,10,2.4,3.1,2.65,2.2,3.0,2.9,2.4,3.25,2.5,2.3,3.2,2.7,2.5,3.2,2.5,2.37,3.1,2.62,0102
108,E0,03/11/01,West Ham,Fulham,0,2,A,0,1,A,26217.0,G. P. Barber,12,14,6,6,1,0,10,8,13,18,3,0,1,3,0,0,10,30,2.05,3.15,3.25,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.2,3.1,2.1,3.25,3.0,,,,0102
109,E0,04/11/01,Arsenal,Charlton,2,4,A,1,2,A,38010.0,M. R. Halsey,26,9,12,4,2,1,4,6,9,11,2,6,3,2,0,0,30,20,1.3,4.45,8.1,1.4,3.9,6.0,1.33,4.0,8.0,1.3,4.33,8.5,1.29,4.5,8.5,1.25,4.5,10.0,0102
110,E0,04/11/01,Chelsea,Ipswich,2,1,H,1,0,H,40497.0,R. Styles,15,7,6,3,0,0,5,6,12,17,2,1,0,2,0,0,0,20,1.4,3.8,7.0,1.45,3.8,5.4,1.4,3.75,7.0,1.44,3.75,6.5,1.4,4.0,6.5,1.44,3.6,6.5,0102
111,E0,04/11/01,Leeds,Tottenham,2,1,H,0,0,D,40203.0,S. G. Bennett,20,11,9,4,1,0,7,3,9,15,4,1,1,3,0,0,10,30,1.55,3.45,5.4,1.6,3.4,4.6,1.61,3.25,5.0,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.3,5.5,0102
112,E0,04/11/01,Liverpool,Man United,3,1,H,2,0,H,44361.0,G. Poll,8,10,5,3,0,0,1,1,9,13,3,1,0,0,0,0,0,0,2.45,2.9,2.75,2.2,3.0,2.9,2.37,2.87,2.8,2.4,3.2,2.6,,,,2.4,2.9,2.75,0102
113,E0,17/11/01,Aston Villa,Middlesbrough,0,0,D,0,0,D,35421.0,P. Jones,8,11,5,2,1,1,5,3,16,9,7,3,1,2,0,0,10,20,1.62,3.4,4.9,1.6,3.4,4.6,1.57,3.25,5.5,1.57,3.4,5.5,1.62,3.4,5.0,1.61,3.3,5.0,0102
114,E0,17/11/01,Blackburn,Liverpool,1,1,D,0,1,A,28859.0,M. A. Riley,5,5,5,2,0,0,6,3,17,10,3,5,2,0,0,0,20,0,3.4,3.1,2.0,3.1,3.0,2.1,3.2,3.2,2.0,3.1,3.2,2.1,3.25,3.25,2.0,3.6,3.3,1.83,0102
115,E0,17/11/01,Derby,Southampton,1,0,H,1,0,H,36062.0,P. A. Durkin,9,8,3,4,0,1,7,6,13,13,4,2,0,1,0,0,0,10,2.1,3.1,3.15,2.0,3.1,3.2,2.2,3.25,2.75,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,0102
116,E0,17/11/01,Fulham,Newcastle,3,1,H,2,0,H,21159.0,E. K. Wolstenholme,8,7,8,1,0,0,4,4,10,18,0,2,0,6,0,0,0,60,2.33,3.05,2.8,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.2,2.88,2.25,3.25,2.75,2.2,3.2,2.8,0102
117,E0,17/11/01,Man United,Leicester,2,0,H,1,0,H,67651.0,A. P. D'Urso,14,8,7,4,2,1,10,4,10,10,6,2,2,1,0,0,20,10,1.22,5.2,9.5,1.25,4.5,9.0,1.25,4.5,10.0,1.22,5.0,10.0,1.2,5.5,10.0,1.2,5.0,11.0,0102
118,E0,17/11/01,Tottenham,Arsenal,1,1,D,0,0,D,36048.0,J. T. Winter,9,5,4,5,1,0,9,6,18,16,2,6,2,1,0,0,20,10,2.8,3.05,2.28,2.7,2.9,2.4,2.5,2.87,2.62,2.6,3.1,2.5,2.6,3.0,2.5,2.62,2.9,2.5,0102
119,E0,18/11/01,Everton,Chelsea,0,0,D,0,0,D,30555.0,M. R. Halsey,12,14,4,7,0,1,8,4,11,11,2,1,1,3,0,0,10,30,2.6,3.0,2.5,2.7,2.9,2.4,2.6,3.2,2.37,2.6,3.2,2.4,2.6,3.2,2.38,2.6,3.1,2.4,0102
120,E0,18/11/01,Ipswich,Bolton,1,2,A,1,2,A,22335.0,S. G. Bennett,8,10,4,5,2,0,12,2,8,16,2,1,0,2,0,0,0,20,2.12,3.1,3.1,2.0,3.1,3.2,,,,2.0,3.25,3.25,2.0,3.25,3.25,2.2,3.25,2.75,0102
121,E0,18/11/01,Sunderland,Leeds,2,0,H,0,0,D,48005.0,G. P. Barber,12,12,5,6,1,0,5,3,25,11,3,5,1,3,0,0,10,30,2.8,3.25,2.2,3.2,3.1,2.0,3.0,3.2,2.1,2.9,3.2,2.2,3.4,3.4,1.91,2.62,3.25,2.3,0102
122,E0,19/11/01,Charlton,West Ham,4,4,D,2,2,D,23198.0,A. G. Wiley,18,11,9,7,0,0,13,4,8,13,2,0,1,2,0,0,10,20,2.3,3.1,2.8,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.2,2.8,2.2,3.25,2.8,2.25,3.1,2.8,0102
123,E0,24/11/01,Bolton,Fulham,0,0,D,0,0,D,23848.0,M. L Dean,11,7,5,1,0,0,2,3,11,9,6,3,1,1,0,0,10,10,2.3,3.1,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.62,2.38,3.2,2.6,2.37,3.3,2.5,0102
124,E0,24/11/01,Chelsea,Blackburn,0,0,D,0,0,D,37978.0,G. Poll,14,8,8,2,0,0,7,3,13,7,1,9,0,2,0,0,0,20,1.6,3.4,5.1,1.65,3.3,4.4,1.61,3.25,5.0,1.62,3.4,5.0,1.57,3.6,5.0,1.61,3.3,5.0,0102
125,E0,24/11/01,Leicester,Everton,0,0,D,0,0,D,21539.0,U. D. Rennie,8,8,7,3,0,0,7,2,18,21,1,3,2,1,0,0,20,10,2.45,3.0,2.7,2.3,3.0,2.7,2.5,2.87,2.62,2.38,3.1,2.7,2.38,3.2,2.6,2.37,3.1,2.62,0102
126,E0,24/11/01,Newcastle,Derby,1,0,H,1,0,H,50070.0,R. Styles,17,8,10,4,0,0,8,6,10,14,3,6,1,2,0,0,10,20,1.45,3.6,6.7,1.5,3.7,5.0,1.44,3.6,6.5,1.44,3.6,7.0,1.44,3.75,6.5,1.44,3.6,6.5,0102
127,E0,24/11/01,Southampton,Charlton,1,0,H,0,0,D,31198.0,D. J. Gallagher,15,7,8,4,0,1,10,5,10,16,4,2,0,1,0,0,0,10,2.3,3.15,2.75,2.2,3.0,2.9,2.4,3.25,2.5,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.75,0102
128,E0,24/11/01,West Ham,Tottenham,0,1,A,0,0,D,32780.0,D. R. Elleray,10,10,6,3,0,3,4,2,18,13,1,15,2,2,0,0,20,20,2.55,3.1,2.5,2.4,3.0,2.6,2.6,3.2,2.37,2.5,3.1,2.6,2.5,3.2,2.5,2.5,3.1,2.5,0102
129,E0,25/11/01,Arsenal,Man United,3,1,H,0,1,A,38174.0,P. Jones,14,2,10,1,0,0,11,2,12,19,1,4,2,3,0,0,20,30,2.45,3.0,2.7,2.3,3.0,2.7,2.37,3.2,2.6,2.5,3.2,2.5,,,,2.5,3.1,2.5,0102
130,E0,25/11/01,Leeds,Aston Villa,1,1,D,1,1,D,40159.0,N. S. Barry,16,15,9,8,1,0,7,6,15,15,1,1,2,2,1,0,45,20,1.85,3.1,3.95,1.8,3.1,3.8,1.67,3.25,4.5,2.0,3.2,3.3,1.8,3.4,3.75,1.9,3.1,3.6,0102
131,E0,25/11/01,Liverpool,Sunderland,1,0,H,1,0,H,43537.0,S. G. Bennett,7,12,3,5,0,0,4,3,9,12,6,1,1,3,1,0,35,30,1.4,3.9,7.0,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.5,6.0,1.4,3.75,7.5,1.44,3.5,7.0,0102
132,E0,25/11/01,Middlesbrough,Ipswich,0,0,D,0,0,D,32586.0,D. Pugh,9,11,4,3,0,2,3,5,5,8,2,2,0,0,0,0,0,0,1.75,3.2,4.3,1.75,3.2,4.0,1.67,3.25,4.5,1.73,3.25,4.33,1.67,3.4,4.5,1.66,3.4,4.33,0102
133,E0,01/12/01,Aston Villa,Leicester,0,2,A,0,1,A,30711.0,S. G. Bennett,11,6,7,4,0,0,7,8,8,14,0,3,0,4,1,0,25,40,1.47,3.6,6.6,1.5,3.5,5.4,1.5,3.4,6.0,1.5,3.4,6.5,1.5,3.4,6.5,1.5,3.3,6.5,0102
134,E0,01/12/01,Blackburn,Middlesbrough,0,1,A,0,1,A,23849.0,B. Knight,14,8,4,5,1,0,7,3,8,9,5,2,1,2,0,0,10,20,1.85,3.2,3.8,1.85,3.1,3.6,1.8,3.2,4.0,1.83,3.1,4.0,1.83,3.25,3.75,1.9,3.0,3.75,0102
135,E0,01/12/01,Charlton,Newcastle,1,1,D,0,0,D,24151.0,A. P. D'Urso,15,12,7,6,0,1,3,7,7,11,3,4,1,2,0,1,10,45,2.62,3.05,2.47,2.5,3.0,2.5,2.37,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,0102
136,E0,01/12/01,Derby,Liverpool,0,1,A,0,1,A,33289.0,G. P. Barber,12,7,4,5,0,0,5,9,9,14,5,5,1,2,0,0,10,20,4.4,3.35,1.7,3.8,3.1,1.8,4.5,3.5,1.61,4.2,3.4,1.73,4.5,3.4,1.67,4.5,3.3,1.66,0102
137,E0,01/12/01,Ipswich,Arsenal,0,2,A,0,1,A,24666.0,D. R. Elleray,7,7,2,3,0,0,12,5,4,9,0,3,0,2,0,0,0,20,3.9,3.3,1.8,3.5,3.1,1.9,4.33,3.2,1.73,3.75,3.25,1.85,4.0,3.25,1.8,4.0,3.1,1.8,0102
138,E0,01/12/01,Man United,Chelsea,0,3,A,0,1,A,67544.0,A. G. Wiley,12,14,5,5,0,1,7,2,9,16,5,4,2,3,0,0,20,30,1.62,3.4,4.9,1.75,3.2,4.0,1.61,3.25,5.0,1.67,3.25,5.0,1.62,3.4,5.0,1.66,3.1,5.0,0102
139,E0,01/12/01,Sunderland,West Ham,1,0,H,0,0,D,47437.0,P. Jones,15,10,6,5,0,1,3,3,12,16,5,4,3,0,0,0,30,0,1.8,3.25,3.95,1.8,3.1,3.8,1.73,3.2,4.33,1.73,3.25,4.33,1.83,3.25,3.75,1.8,3.1,4.0,0102
140,E0,02/12/01,Everton,Southampton,2,0,H,0,0,D,28138.0,J.T. Winter,13,10,7,4,0,0,5,6,19,13,3,2,0,1,0,0,0,10,1.8,3.35,3.8,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.2,4.0,1.73,3.25,4.33,1.9,3.25,3.4,0102
141,E0,02/12/01,Fulham,Leeds,0,0,D,0,0,D,20918.0,G. Poll,13,6,5,5,1,0,5,5,11,21,2,2,1,2,0,0,10,20,2.7,3.15,2.35,2.5,3.0,2.5,2.6,3.2,2.37,2.75,3.2,2.3,2.62,3.2,2.38,2.75,3.1,2.3,0102
142,E0,03/12/01,Tottenham,Bolton,3,2,H,0,1,A,32971.0,P. A. Durkin,14,9,6,6,1,0,5,6,10,14,6,7,0,2,0,0,0,20,1.55,3.5,5.4,1.65,3.3,4.4,1.57,3.5,5.0,1.57,3.4,5.5,1.57,3.6,5.0,1.5,3.4,6.0,0102
143,E0,05/12/01,Chelsea,Charlton,0,1,A,0,0,D,33504.0,D. J. Gallagher,20,11,5,5,0,0,8,1,13,10,1,4,1,1,0,0,10,10,1.42,3.65,7.3,1.4,3.9,6.0,1.5,3.4,6.0,1.44,3.6,7.0,1.4,4.0,6.5,1.36,3.75,8.0,0102
144,E0,05/12/01,West Ham,Aston Villa,1,1,D,0,1,A,28377.0,M. L Dean,14,12,8,5,0,0,5,6,10,15,3,5,2,1,0,0,20,10,2.25,3.25,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.2,3.1,2.9,2.38,3.2,2.6,2.1,3.2,3.0,0102
145,E0,08/12/01,Charlton,Tottenham,3,1,H,2,0,H,25125.0,S. W. Dunn,11,14,6,5,0,0,9,9,10,12,9,4,3,1,0,0,30,10,2.75,3.15,2.3,2.5,3.0,2.5,2.75,3.2,2.25,2.75,3.2,2.3,2.8,3.25,2.2,2.8,3.1,2.25,0102
146,E0,08/12/01,Derby,Bolton,1,0,H,0,0,D,25712.0,M. D. Messias,16,6,6,3,1,0,5,4,11,24,4,2,0,4,0,0,0,40,2.35,3.1,2.73,2.1,2.9,3.2,2.4,3.25,2.5,2.38,3.1,2.7,2.38,3.2,2.6,2.37,3.1,2.62,0102
147,E0,08/12/01,Fulham,Everton,2,0,H,1,0,H,19338.0,P. Dowd,10,5,4,3,0,0,6,7,15,25,2,3,2,4,1,1,45,65,1.75,3.3,4.15,1.85,3.1,3.6,1.8,3.0,4.33,1.8,3.1,4.2,1.8,3.25,4.0,1.72,3.1,4.5,0102
148,E0,08/12/01,Leicester,Southampton,0,4,A,0,1,A,20321.0,G. Poll,8,10,4,5,0,0,5,4,13,15,3,5,1,0,0,0,10,0,1.95,3.2,3.45,1.9,3.1,3.5,1.91,3.2,3.5,2.0,3.2,3.3,1.91,3.2,3.6,2.0,3.0,3.4,0102
149,E0,08/12/01,Liverpool,Middlesbrough,2,0,H,2,0,H,43674.0,D. J. Gallagher,8,4,5,2,0,0,4,6,7,10,3,2,0,2,0,0,0,20,1.4,4.0,6.7,1.45,3.8,5.4,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,0102
150,E0,08/12/01,Man United,West Ham,0,1,A,0,0,D,67582.0,P. A. Durkin,17,8,6,4,0,0,12,4,18,8,0,1,5,3,0,0,50,30,1.3,4.5,8.2,1.3,4.2,8.0,1.4,3.75,7.0,1.33,4.33,7.5,1.33,4.33,7.5,1.33,3.8,9.0,0102
151,E0,09/12/01,Arsenal,Aston Villa,3,2,H,0,2,A,38074.0,A. G. Wiley,15,8,8,5,0,0,9,3,18,14,4,6,4,0,0,0,40,0,1.45,3.6,6.6,1.6,3.4,4.6,1.44,3.6,6.5,1.5,3.6,6.0,1.5,3.5,6.0,1.44,3.4,7.0,0102
152,E0,09/12/01,Blackburn,Leeds,1,2,A,0,0,D,28309.0,A. P. D'Urso,14,10,6,7,2,0,8,7,15,18,2,8,1,5,0,0,10,50,2.85,3.1,2.26,2.5,3.0,2.5,2.75,3.2,2.25,2.8,3.1,2.3,2.75,3.25,2.25,2.87,3.0,2.25,0102
153,E0,09/12/01,Ipswich,Newcastle,0,1,A,0,1,A,24748.0,R. Styles,9,7,5,5,0,0,8,2,3,3,1,1,3,1,0,0,30,10,2.8,3.15,2.27,2.9,3.0,2.2,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.38,2.8,3.0,2.3,0102
154,E0,09/12/01,Sunderland,Chelsea,0,0,D,0,0,D,48017.0,N. S. Barry,11,10,6,3,0,0,6,6,11,15,5,3,1,3,0,0,10,30,2.55,3.1,2.5,2.5,3.0,2.5,2.75,3.2,2.25,2.6,3.1,2.5,2.6,3.2,2.38,2.5,3.1,2.5,0102
155,E0,12/12/01,Liverpool,Fulham,0,0,D,0,0,D,37163.0,J. T. Winter,16,8,7,4,2,0,7,3,17,11,1,0,0,0,0,0,0,0,1.45,3.8,6.2,1.5,3.7,5.0,1.57,3.25,5.5,1.5,3.5,6.0,1.44,3.75,6.5,1.5,3.4,6.0,0102
156,E0,12/12/01,Man United,Derby,5,0,H,2,0,H,67577.0,M. R. Halsey,20,8,11,5,0,0,5,6,8,13,3,3,1,2,0,0,10,20,1.25,5.0,9.0,1.3,4.2,8.0,1.28,4.33,9.0,1.29,4.5,9.5,1.25,4.5,11.0,1.28,4.33,8.5,0102
157,E0,15/12/01,Bolton,Charlton,0,0,D,0,0,D,20834.0,C. J. Foy,13,6,6,4,1,0,7,4,13,13,5,4,1,2,0,0,10,20,2.2,3.1,2.95,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.25,2.75,2.25,3.1,2.8,0102
158,E0,15/12/01,Everton,Derby,1,0,H,0,0,D,38615.0,C. R. Wilkes,22,3,12,2,2,0,9,3,9,15,2,5,1,1,0,0,10,10,1.71,3.35,4.3,1.8,3.1,3.8,1.67,3.25,4.5,1.67,3.25,4.75,1.73,3.25,4.33,1.72,3.1,4.5,0102
159,E0,15/12/01,Middlesbrough,Man United,0,1,A,0,0,D,34358.0,D. R. Elleray,6,14,3,5,0,0,5,8,11,14,1,0,2,3,0,0,20,30,4.3,3.35,1.71,4.2,3.2,1.7,4.0,3.4,1.73,4.5,3.25,1.67,4.0,3.2,1.8,4.33,3.4,1.66,0102
160,E0,15/12/01,Newcastle,Blackburn,2,1,H,0,1,A,50064.0,S. W. Dunn,15,8,6,6,0,1,10,6,8,15,7,3,0,3,0,0,0,30,1.68,3.4,4.4,1.7,3.2,4.2,1.67,3.25,4.5,1.67,3.3,4.5,1.67,3.4,4.5,1.72,3.25,4.2,0102
161,E0,15/12/01,Southampton,Sunderland,2,0,H,1,0,H,29459.0,D. Pugh,14,5,5,3,0,0,3,1,11,13,2,5,1,2,0,0,10,20,2.4,3.1,2.65,2.3,3.0,2.7,2.37,3.2,2.6,2.3,3.2,2.7,2.38,3.2,2.6,2.25,3.2,2.75,0102
162,E0,15/12/01,Tottenham,Fulham,4,0,H,2,0,H,36054.0,N. S. Barry,10,12,6,1,0,0,3,6,18,15,3,1,3,2,0,0,30,20,1.85,3.25,3.75,2.0,3.0,3.3,1.8,3.2,4.0,2.05,2.9,4.0,1.83,3.25,3.75,2.0,2.8,3.75,0102
163,E0,15/12/01,West Ham,Arsenal,1,1,D,1,1,D,34523.0,M. A. Riley,8,16,4,6,0,2,7,6,10,14,5,1,4,3,0,0,40,30,3.8,3.3,1.82,3.8,3.1,1.8,4.33,3.2,1.73,4.0,3.25,1.8,3.6,3.4,1.83,3.75,3.3,1.8,0102
164,E0,16/12/01,Chelsea,Liverpool,4,0,H,2,0,H,41174.0,M. R. Halsey,16,16,10,8,1,1,5,6,15,10,0,6,2,3,0,0,20,30,2.45,3.15,2.55,2.2,3.0,2.9,2.5,2.87,2.62,2.6,2.9,2.7,2.62,3.2,2.38,2.5,3.1,2.5,0102
165,E0,16/12/01,Leeds,Leicester,2,2,D,1,0,H,38237.0,R. Styles,14,5,7,4,1,0,8,3,6,15,2,1,1,3,0,0,10,30,1.28,4.4,9.3,1.35,4.0,7.0,1.36,3.75,8.0,1.29,4.5,9.0,1.3,4.5,8.0,1.25,5.0,8.0,0102
166,E0,17/12/01,Aston Villa,Ipswich,2,1,H,1,1,D,29320.0,M. L Dean,10,14,5,3,1,0,1,4,16,10,3,5,0,1,0,0,0,10,1.5,3.65,5.7,1.55,3.5,4.8,1.5,3.4,6.0,1.53,3.4,6.0,1.57,3.4,5.5,1.5,3.4,6.0,0102
167,E0,18/12/01,Arsenal,Newcastle,1,3,A,1,0,H,38012.0,G. Poll,19,4,8,3,0,0,4,4,10,19,6,4,3,3,1,1,55,55,1.5,3.5,6.1,1.65,3.3,4.4,1.44,3.6,6.5,1.5,3.4,6.5,1.44,3.75,6.5,1.5,3.4,6.0,0102
168,E0,19/12/01,Leeds,Everton,3,2,H,2,0,H,40201.0,P. Jones ,18,8,7,3,1,0,5,2,12,13,6,1,1,1,0,0,10,10,1.43,3.7,6.8,1.4,3.9,6.0,1.44,3.6,6.5,1.4,3.75,7.5,1.44,3.75,6.5,1.44,3.5,7.0,0102
169,E0,22/12/01,Charlton,Blackburn,0,2,A,0,0,D,25857.0,"Wiley, A. G.",10,7,2,4,0,0,4,3,16,19,4,6,2,3,0,0,20,30,2.05,3.1,3.25,2.1,3.0,3.1,2.1,3.25,3.0,2.1,3.1,3.2,2.0,3.25,3.25,1.9,3.25,3.4,0102
170,E0,22/12/01,Derby,Aston Villa,3,1,H,1,1,D,28001.0,"Elleray, D. R.",10,10,7,3,0,1,4,5,11,15,7,4,0,1,0,0,0,10,2.68,3.1,2.38,2.5,3.0,2.5,2.75,3.2,2.25,2.6,3.1,2.5,,,,2.62,3.1,2.37,0102
171,E0,22/12/01,Leeds,Newcastle,3,4,A,1,1,D,40287.0,"Winter, J. T.",15,13,6,7,0,0,2,9,19,17,0,2,2,1,0,0,20,10,,,,1.9,3.1,3.5,1.73,3.2,4.33,1.83,3.1,4.2,1.67,3.4,4.5,1.8,3.1,4.0,0102
172,E0,22/12/01,Leicester,West Ham,1,1,D,1,0,H,20131.0,"Wolstenholme, E. K.",10,7,4,3,0,0,6,7,8,15,2,0,2,2,1,0,45,20,2.3,3.2,2.7,2.2,3.0,2.9,2.25,3.2,2.75,2.4,3.1,2.8,2.25,3.25,2.75,2.37,3.1,2.62,0102
173,E0,22/12/01,Man United,Southampton,6,1,H,3,0,H,67638.0,"Dunn, S. W.",12,6,7,3,0,0,8,6,13,10,11,2,1,1,0,0,10,10,1.25,4.8,9.25,1.25,4.5,9.0,1.25,5.0,8.0,1.25,5.0,9.0,1.3,4.5,8.0,1.25,4.5,10.0,0102
174,E0,22/12/01,Sunderland,Everton,1,0,H,0,0,D,48013.0,"Knight, B.",10,8,5,5,0,0,6,5,18,15,3,6,1,4,0,0,10,40,1.7,3.4,4.4,1.7,3.2,4.2,1.8,3.2,4.0,1.7,3.0,4.8,1.8,3.2,4.0,1.72,3.2,4.33,0102
175,E0,22/12/01,Tottenham,Ipswich,1,2,A,1,1,D,36043.0,"Riley, M. A.",12,12,6,4,1,0,9,5,22,16,4,5,1,2,1,0,35,20,1.42,3.75,6.8,1.5,3.7,5.0,1.4,3.75,7.0,1.44,3.6,7.0,1.4,3.75,7.5,1.4,3.6,7.5,0102
